coarse_b_1_k_0,0.009266350464667407,100,0.0595390086967893,0.022958945847590374,0.13402687231227997,0.026403415403327718
coarse_b_1_k_0,0.00019888078088821907,1000,0.0655319592832313,0.022725146012490084,0.9803571712678482,0.14488729127205838
coarse_b_1_k_0,6.076809250841237e-06,10000,0.06557099704499647,0.02266605298496733,43.518364953381194,4.117587034942136
coarse_b_1_k_1,0.004674052693198957,100,0.05247844696294379,0.01534533358569847,0.19767072951902498,0.022140757355168766
coarse_b_1_k_1,0.0003034677649826465,1000,0.05150796553410997,0.015128762246566502,1.239699101529779,0.09837259953709218
coarse_b_1_k_1,2.364552524745792e-05,10000,0.05132156011613764,0.014945741765664112,12.697206927332687,0.93915769057047
coarse_b_1_k_2,0.0026185409832638912,100,0.03147468184416491,0.007429939926506253,0.1803250244949004,0.01944564947627432
coarse_b_1_k_2,0.00015344391419859022,1000,0.02996093758479157,0.006845971301588626,0.9176675046557581,0.10535313550921564
coarse_b_1_k_2,1.08768351110222e-05,10000,0.02809345337504965,0.0064801720167569484,7.012369822884555,0.6176166189296374
coarse_b_2_k_0,0.004403377324811984,100,0.013772327841759968,0.0013856008533028538,0.1840510491711096,0.011726362436532653
coarse_b_2_k_0,4.766039788733738e-05,1000,0.003195436926154427,0.0008478158828777393,0.2677776746860264,0.020010873206052746
coarse_b_2_k_0,1.3191164287398378e-06,10000,0.0031199402345925,0.0008322234677164324,0.5235903101943017,0.04335586168561041
coarse_b_2_k_1,0.0016364531406195223,100,0.006602420132395315,0.0008703441472178,0.15259690276748983,0.006048547790512772
coarse_b_2_k_1,1.4885113110364325e-05,1000,0.0015079431321314285,0.0002803690524675583,0.12920008205836253,0.005713548656947797
coarse_b_2_k_1,5.810310490327665e-07,10000,0.0015220451685837855,0.00026219868855553637,0.3212473202230204,0.018615116287699046
circle_splitted_b_1_k_0,0.008647247337833683,100,0.04862991748456183,0.018319259004263014,0.6166787399978599,0.08567243012976886
circle_splitted_b_1_k_0,0.0002961943972604517,1000,0.04420752857320864,0.01810188606641227,2.938042291655747,0.2394050308396569
circle_splitted_b_1_k_0,7.588549876402735e-06,10000,0.04333981351204641,0.018027975419761623,24.411633673767682,1.8772896325687993
circle_splitted_b_1_k_1,0.005256492235362323,100,0.04890425766227688,0.01172963237290271,1.3490193996069944,0.045719542503565885
circle_splitted_b_1_k_1,0.00021042303807490892,1000,0.043944458528696745,0.011214081345282524,1.6272982873656292,0.14419781516998176
circle_splitted_b_1_k_1,1.5051992663233156e-05,10000,0.036547017418077504,0.010993716586692369,20.339599301907597,0.9852323555348049
circle_splitted_b_1_k_2,0.0015466195189584606,100,0.02082045696321977,0.0055028601435705635,5.251360057922723,0.044070515283196346
circle_splitted_b_1_k_2,0.0001115970540674587,1000,0.020013854025495048,0.004711445485388571,1.3543858200746077,0.1370605679273978
circle_splitted_b_1_k_2,7.223260300921702e-06,10000,0.020538467411830963,0.004062943269117058,9.145878662900412,0.66853496125341
circle_splitted_b_2_k_0,0.002749388225114724,100,0.007343519397202264,0.0011176280984581699,1.2686528656219385,0.01865900452559636
circle_splitted_b_2_k_0,3.425386870747547e-05,1000,0.0023388605102824256,0.0006614706548945896,0.52412800388143,0.01635819611193465
circle_splitted_b_2_k_0,1.0716747619719416e-06,10000,0.002207531760018977,0.0006330438586130507,0.7595630908613065,0.06237076148730945
circle_splitted_b_2_k_1,0.0013900910481368144,100,0.008072283451131729,0.0010499477632712445,6.958678446879901,0.03450930174710103
circle_splitted_b_2_k_1,1.1186719562610152e-05,1000,0.0011002561592672322,0.0002622829499402116,4.2943576262227126,0.02102956142475723
circle_splitted_b_2_k_1,6.741342141196909e-07,10000,0.0009052991644582509,0.00019889070777938844,2.6033905042798007,0.024813734996434904
